age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
33,blue-collar,divorced,secondary,no,3546,yes,no,unknown,wed,may,777,2,-1,0,unknown,yes
53,self-employed,married,secondary,no,1,yes,yes,unknown,wed,may,178,1,-1,0,unknown,no
46,technician,divorced,secondary,no,772,yes,no,unknown,wed,may,488,1,-1,0,unknown,no
54,blue-collar,married,secondary,no,-630,no,no,unknown,wed,may,173,1,-1,0,unknown,no
37,technician,married,secondary,no,507,yes,yes,unknown,wed,may,157,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,736,yes,no,unknown,wed,may,700,3,-1,0,unknown,no
40,blue-collar,married,secondary,no,395,yes,yes,unknown,wed,may,281,1,-1,0,unknown,no
60,services,married,secondary,no,-46,no,no,unknown,wed,may,132,2,-1,0,unknown,no
33,management,single,tertiary,no,2599,yes,no,unknown,wed,may,328,3,-1,0,unknown,no
35,blue-collar,married,secondary,no,-461,no,no,unknown,wed,may,339,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,0,no,no,unknown,wed,may,211,3,-1,0,unknown,no
39,technician,married,secondary,no,3643,yes,no,unknown,wed,may,160,3,-1,0,unknown,no
58,retired,married,primary,no,0,yes,no,unknown,wed,may,138,6,-1,0,unknown,no
43,blue-collar,married,secondary,no,-141,yes,yes,unknown,wed,may,128,1,-1,0,unknown,no
38,blue-collar,married,secondary,no,526,yes,yes,unknown,wed,may,553,2,-1,0,unknown,no
49,blue-collar,married,primary,no,23,yes,no,unknown,wed,may,247,1,-1,0,unknown,no
35,management,married,secondary,no,839,yes,no,unknown,wed,may,50,3,-1,0,unknown,no
53,blue-collar,married,primary,no,-1455,yes,no,unknown,wed,may,169,2,-1,0,unknown,no
40,services,single,secondary,yes,-306,yes,no,unknown,wed,may,253,1,-1,0,unknown,no
36,blue-collar,married,primary,no,655,yes,no,unknown,wed,may,153,4,-1,0,unknown,no
42,admin.,single,tertiary,no,3465,yes,no,unknown,wed,may,373,9,-1,0,unknown,no
36,management,single,tertiary,no,876,yes,no,unknown,wed,may,241,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,154,yes,no,unknown,wed,may,211,4,-1,0,unknown,no
33,management,married,secondary,no,67,yes,yes,unknown,wed,may,316,4,-1,0,unknown,no
37,management,married,tertiary,no,5205,yes,no,unknown,wed,may,493,2,-1,0,unknown,no
44,management,divorced,tertiary,no,5773,no,no,unknown,wed,may,597,6,-1,0,unknown,yes
36,services,married,secondary,no,1694,yes,yes,unknown,wed,may,164,6,-1,0,unknown,no
31,self-employed,married,primary,no,1074,yes,no,unknown,wed,may,1438,2,-1,0,unknown,no
40,blue-collar,married,primary,no,278,yes,no,unknown,wed,may,1015,3,-1,0,unknown,yes
38,blue-collar,married,secondary,no,1102,yes,no,unknown,wed,may,159,3,-1,0,unknown,no
46,blue-collar,married,secondary,no,0,yes,no,unknown,wed,may,172,3,-1,0,unknown,no
33,blue-collar,married,secondary,no,-346,yes,yes,unknown,wed,may,29,3,-1,0,unknown,no
32,technician,married,tertiary,no,415,no,no,unknown,wed,may,76,2,-1,0,unknown,no
48,management,divorced,tertiary,no,851,no,yes,unknown,wed,may,937,3,-1,0,unknown,no
35,admin.,single,secondary,no,91,yes,no,unknown,wed,may,185,4,-1,0,unknown,no
32,admin.,married,tertiary,no,882,no,no,unknown,wed,may,569,3,-1,0,unknown,no
42,blue-collar,married,secondary,no,165,yes,no,unknown,wed,may,333,2,-1,0,unknown,no
32,management,married,tertiary,no,1501,yes,no,unknown,wed,may,70,6,-1,0,unknown,no
35,technician,single,tertiary,no,1529,no,no,unknown,wed,may,95,4,-1,0,unknown,no
39,blue-collar,married,secondary,no,293,yes,no,unknown,wed,may,160,3,-1,0,unknown,no
30,technician,single,secondary,no,1572,yes,yes,unknown,wed,may,209,3,-1,0,unknown,no
30,student,single,tertiary,no,-679,yes,no,unknown,wed,may,372,3,-1,0,unknown,no
32,admin.,married,secondary,no,497,yes,no,unknown,wed,may,92,3,-1,0,unknown,no
28,blue-collar,single,secondary,no,-303,yes,no,unknown,wed,may,277,2,-1,0,unknown,no
30,blue-collar,married,primary,no,9194,yes,no,unknown,wed,may,178,2,-1,0,unknown,no
44,blue-collar,single,primary,no,97,yes,no,unknown,wed,may,95,14,-1,0,unknown,no
34,services,married,secondary,no,70,yes,yes,unknown,wed,may,138,4,-1,0,unknown,no
38,admin.,married,secondary,no,1839,no,no,unknown,wed,may,63,2,-1,0,unknown,no
27,admin.,single,secondary,no,1492,yes,no,unknown,wed,may,67,13,-1,0,unknown,no
31,management,single,tertiary,no,357,yes,no,unknown,wed,may,77,3,-1,0,unknown,no
37,admin.,single,secondary,no,192,yes,no,unknown,wed,may,105,2,-1,0,unknown,no
45,admin.,divorced,secondary,no,875,yes,yes,unknown,wed,may,292,2,-1,0,unknown,no
39,admin.,married,secondary,no,-288,no,no,unknown,wed,may,151,9,-1,0,unknown,no
32,admin.,single,secondary,no,1581,no,no,unknown,wed,may,331,3,-1,0,unknown,no
31,blue-collar,married,secondary,no,2910,yes,no,unknown,wed,may,1392,2,-1,0,unknown,yes
38,technician,single,secondary,no,372,no,no,unknown,wed,may,59,3,-1,0,unknown,no
32,self-employed,married,tertiary,no,9,yes,no,unknown,wed,may,98,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,1780,yes,no,unknown,wed,may,100,4,-1,0,unknown,no
33,blue-collar,married,primary,no,2665,yes,no,unknown,wed,may,358,2,-1,0,unknown,no
49,blue-collar,married,secondary,no,188,yes,no,unknown,wed,may,181,16,-1,0,unknown,no
32,admin.,married,secondary,no,506,yes,no,unknown,wed,may,188,6,-1,0,unknown,no
32,blue-collar,married,secondary,no,38,yes,no,unknown,wed,may,368,5,-1,0,unknown,no
31,services,married,secondary,no,-331,yes,no,unknown,wed,may,203,5,-1,0,unknown,no
39,self-employed,married,secondary,no,31,yes,no,unknown,wed,may,146,4,-1,0,unknown,no
37,services,married,secondary,no,-21,yes,yes,unknown,wed,may,61,2,-1,0,unknown,no
33,entrepreneur,married,secondary,no,1847,yes,no,unknown,wed,may,129,6,-1,0,unknown,no
35,blue-collar,married,primary,no,208,yes,no,unknown,fri,may,247,3,-1,0,unknown,no
37,blue-collar,married,primary,no,5,yes,no,unknown,fri,may,266,2,-1,0,unknown,no
31,blue-collar,married,primary,no,-848,yes,no,unknown,fri,may,559,3,-1,0,unknown,no
35,management,married,tertiary,no,317,yes,no,unknown,fri,may,162,3,-1,0,unknown,no
38,management,married,tertiary,no,5779,yes,no,unknown,fri,may,75,3,-1,0,unknown,no
31,blue-collar,married,secondary,no,489,yes,no,unknown,fri,may,204,4,-1,0,unknown,no
30,blue-collar,single,secondary,yes,4,yes,no,unknown,fri,may,84,3,-1,0,unknown,no
31,blue-collar,married,secondary,no,631,yes,no,unknown,fri,may,248,4,-1,0,unknown,no
44,admin.,married,secondary,no,0,yes,no,unknown,fri,may,82,2,-1,0,unknown,no
51,admin.,married,secondary,no,3,no,yes,unknown,fri,may,259,2,-1,0,unknown,no
31,blue-collar,single,tertiary,no,2197,yes,no,unknown,fri,may,146,3,-1,0,unknown,no
35,management,divorced,tertiary,no,178,yes,no,unknown,fri,may,703,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,3144,yes,no,unknown,fri,may,348,2,-1,0,unknown,no
31,services,married,secondary,no,309,yes,no,unknown,fri,may,146,6,-1,0,unknown,no
32,blue-collar,married,primary,no,1903,yes,no,unknown,fri,may,297,3,-1,0,unknown,no
50,entrepreneur,married,tertiary,no,1605,yes,no,unknown,fri,may,22,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,141,yes,no,unknown,fri,may,106,3,-1,0,unknown,no
58,retired,married,secondary,no,-205,yes,no,unknown,fri,may,253,2,-1,0,unknown,no
30,blue-collar,married,secondary,no,2150,yes,no,unknown,fri,may,465,4,-1,0,unknown,no
36,blue-collar,married,primary,no,111,yes,no,unknown,fri,may,163,3,-1,0,unknown,no
31,unemployed,married,secondary,no,57,yes,yes,unknown,fri,may,104,5,-1,0,unknown,no
37,blue-collar,married,secondary,no,13849,yes,no,unknown,fri,may,252,5,-1,0,unknown,no
37,entrepreneur,married,tertiary,no,0,no,no,unknown,fri,may,118,3,-1,0,unknown,no
40,technician,married,secondary,no,5517,yes,no,unknown,fri,may,146,13,-1,0,unknown,no
58,blue-collar,married,unknown,no,5505,yes,no,unknown,fri,may,317,4,-1,0,unknown,no
46,blue-collar,married,secondary,no,4707,yes,no,unknown,fri,may,93,8,-1,0,unknown,no
32,blue-collar,married,secondary,no,523,yes,no,unknown,fri,may,116,5,-1,0,unknown,no
26,technician,single,secondary,yes,-516,yes,no,unknown,fri,may,386,2,-1,0,unknown,no
49,self-employed,married,secondary,no,1878,yes,yes,unknown,fri,may,283,11,-1,0,unknown,no
30,admin.,single,tertiary,no,253,yes,no,unknown,fri,may,146,4,-1,0,unknown,no
44,blue-collar,married,primary,no,-315,yes,no,unknown,fri,may,90,3,-1,0,unknown,no
34,management,married,secondary,no,240,yes,no,unknown,fri,may,260,3,-1,0,unknown,no
31,admin.,married,secondary,no,1098,yes,no,unknown,fri,may,427,2,-1,0,unknown,no
26,technician,single,secondary,no,-211,yes,no,unknown,fri,may,164,3,-1,0,unknown,no
31,management,single,tertiary,no,9874,yes,no,unknown,fri,may,1222,5,-1,0,unknown,no
29,services,single,secondary,no,1008,yes,no,unknown,fri,may,426,9,-1,0,unknown,no
36,admin.,married,secondary,no,165,yes,no,unknown,fri,may,456,4,-1,0,unknown,no
52,blue-collar,married,secondary,no,3622,yes,yes,unknown,fri,may,40,7,-1,0,unknown,no
31,blue-collar,married,unknown,no,92,yes,no,unknown,fri,may,98,17,-1,0,unknown,no
53,admin.,married,secondary,no,7598,yes,no,unknown,fri,may,27,7,-1,0,unknown,no
35,blue-collar,married,secondary,no,0,yes,no,unknown,fri,may,100,4,-1,0,unknown,no
46,admin.,married,secondary,no,-143,yes,no,unknown,fri,may,1034,9,-1,0,unknown,no
39,management,married,tertiary,no,540,yes,yes,unknown,fri,may,1066,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,1495,yes,yes,unknown,fri,may,159,3,-1,0,unknown,no
38,admin.,married,secondary,no,0,yes,no,unknown,fri,may,353,2,-1,0,unknown,no
53,blue-collar,married,primary,no,3316,yes,no,unknown,fri,may,331,6,-1,0,unknown,no
27,admin.,married,secondary,no,3,yes,no,unknown,fri,may,159,5,-1,0,unknown,no
34,student,married,tertiary,no,387,yes,no,unknown,fri,may,52,3,-1,0,unknown,no
40,services,married,primary,no,33,no,no,unknown,fri,may,70,3,-1,0,unknown,no
37,blue-collar,married,secondary,no,152,yes,no,unknown,fri,may,159,3,-1,0,unknown,no
32,admin.,married,secondary,no,41,yes,yes,unknown,fri,may,117,2,-1,0,unknown,no
49,technician,married,unknown,no,-287,yes,no,unknown,fri,may,49,1,-1,0,unknown,no
30,management,single,tertiary,no,2317,yes,no,unknown,fri,may,260,5,-1,0,unknown,no
41,management,divorced,secondary,no,71,yes,no,unknown,fri,may,60,3,-1,0,unknown,no
38,technician,single,secondary,no,283,yes,no,unknown,fri,may,193,1,-1,0,unknown,no
44,services,married,secondary,no,-627,yes,no,unknown,fri,may,373,2,-1,0,unknown,no
56,blue-collar,divorced,primary,no,-216,yes,no,unknown,fri,may,336,1,-1,0,unknown,no
49,admin.,divorced,primary,no,-347,yes,no,unknown,fri,may,200,2,-1,0,unknown,no
50,technician,married,tertiary,no,199,yes,yes,unknown,fri,may,79,1,-1,0,unknown,no
31,services,single,secondary,no,31,yes,yes,unknown,fri,may,501,2,-1,0,unknown,no
52,admin.,divorced,secondary,no,0,yes,no,unknown,fri,may,206,1,-1,0,unknown,no
58,retired,married,secondary,no,674,yes,no,unknown,fri,may,80,1,-1,0,unknown,no
37,technician,married,secondary,no,-796,yes,yes,unknown,fri,may,299,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,470,yes,yes,unknown,fri,may,185,1,-1,0,unknown,no
47,services,married,secondary,no,4063,yes,yes,unknown,fri,may,207,1,-1,0,unknown,no
53,admin.,divorced,secondary,no,-372,yes,no,unknown,fri,may,104,1,-1,0,unknown,no
32,blue-collar,married,primary,no,1156,yes,no,unknown,fri,may,185,5,-1,0,unknown,no
37,technician,married,secondary,yes,-886,yes,no,unknown,fri,may,224,1,-1,0,unknown,no
42,technician,married,secondary,no,-245,no,yes,unknown,fri,may,63,1,-1,0,unknown,no
33,unemployed,single,tertiary,no,157,yes,no,unknown,fri,may,897,5,-1,0,unknown,no
37,services,single,secondary,no,510,yes,no,unknown,fri,may,322,1,-1,0,unknown,no
40,blue-collar,divorced,secondary,no,-426,no,yes,unknown,fri,may,245,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,-436,yes,no,unknown,fri,may,317,1,-1,0,unknown,no
59,retired,married,secondary,no,0,no,yes,unknown,fri,may,155,1,-1,0,unknown,no
30,technician,married,tertiary,no,541,yes,no,unknown,fri,may,414,2,-1,0,unknown,yes
32,technician,married,secondary,no,1337,no,no,unknown,fri,may,368,6,-1,0,unknown,no
42,technician,divorced,secondary,no,-280,yes,no,unknown,fri,may,258,1,-1,0,unknown,no
36,services,married,secondary,no,247,yes,no,unknown,fri,may,247,1,-1,0,unknown,no
44,technician,married,primary,no,-1379,yes,yes,unknown,fri,may,140,1,-1,0,unknown,no
49,blue-collar,married,primary,no,383,yes,yes,unknown,fri,may,31,1,-1,0,unknown,no
56,blue-collar,married,primary,no,-85,yes,yes,unknown,fri,may,118,1,-1,0,unknown,no
43,entrepreneur,single,tertiary,no,0,yes,no,unknown,fri,may,142,3,-1,0,unknown,no
50,services,married,secondary,no,683,yes,yes,unknown,fri,may,129,3,-1,0,unknown,no
58,retired,married,secondary,no,295,yes,yes,unknown,fri,may,136,2,-1,0,unknown,no
33,admin.,married,secondary,no,105,yes,no,unknown,fri,may,122,4,-1,0,unknown,no
34,blue-collar,married,primary,no,503,yes,no,unknown,fri,may,120,2,-1,0,unknown,no
36,technician,married,secondary,no,-8,yes,no,unknown,fri,may,180,2,-1,0,unknown,no
59,admin.,married,secondary,no,-396,yes,no,unknown,fri,may,204,1,-1,0,unknown,no
46,admin.,divorced,secondary,no,-454,yes,no,unknown,fri,may,120,1,-1,0,unknown,no
51,blue-collar,divorced,primary,no,-380,yes,no,unknown,fri,may,181,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,1098,yes,no,unknown,fri,may,19,17,-1,0,unknown,no
37,admin.,single,secondary,no,155,yes,no,unknown,fri,may,460,1,-1,0,unknown,no
48,admin.,divorced,secondary,no,238,yes,no,unknown,fri,may,76,2,-1,0,unknown,no
44,technician,divorced,secondary,no,106,yes,no,unknown,fri,may,95,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,0,yes,no,unknown,fri,may,30,1,-1,0,unknown,no
35,unknown,divorced,primary,no,3888,no,no,unknown,fri,may,422,5,-1,0,unknown,no
42,admin.,single,unknown,no,-138,yes,no,unknown,fri,may,109,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,1728,yes,no,unknown,fri,may,50,2,-1,0,unknown,no
50,admin.,single,secondary,no,1651,yes,no,unknown,fri,may,41,2,-1,0,unknown,no
37,services,married,primary,no,0,yes,no,unknown,fri,may,581,1,-1,0,unknown,no
56,technician,married,secondary,no,463,no,no,unknown,fri,may,131,2,-1,0,unknown,no
54,blue-collar,married,unknown,no,-361,yes,no,unknown,fri,may,227,1,-1,0,unknown,no
33,services,single,secondary,no,-27,yes,no,unknown,fri,may,165,1,-1,0,unknown,no
36,admin.,married,secondary,no,0,no,no,unknown,fri,may,80,1,-1,0,unknown,no
39,blue-collar,married,unknown,no,0,yes,no,unknown,fri,may,470,1,-1,0,unknown,no
35,blue-collar,married,primary,no,-239,yes,no,unknown,fri,may,281,1,-1,0,unknown,no
25,self-employed,married,tertiary,no,1182,yes,no,unknown,fri,may,141,2,-1,0,unknown,no
37,blue-collar,married,primary,no,0,yes,no,unknown,fri,may,24,1,-1,0,unknown,no
44,technician,divorced,secondary,no,1262,yes,no,unknown,fri,may,788,11,-1,0,unknown,yes
37,technician,single,secondary,no,435,yes,no,unknown,fri,may,210,1,-1,0,unknown,no
32,services,married,secondary,no,241,yes,no,unknown,fri,may,266,1,-1,0,unknown,no
59,technician,divorced,secondary,no,879,yes,no,unknown,fri,may,228,1,-1,0,unknown,no
46,technician,married,primary,no,-171,yes,no,unknown,fri,may,135,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,241,yes,yes,unknown,fri,may,85,1,-1,0,unknown,no
35,technician,single,secondary,no,103,yes,no,unknown,fri,may,290,2,-1,0,unknown,no
53,management,married,secondary,no,1925,yes,no,unknown,fri,may,153,1,-1,0,unknown,no
48,admin.,divorced,secondary,no,-212,yes,yes,unknown,fri,may,76,1,-1,0,unknown,no
35,blue-collar,divorced,primary,no,-587,yes,no,unknown,fri,may,111,1,-1,0,unknown,no
36,technician,divorced,secondary,no,19,yes,yes,unknown,fri,may,109,1,-1,0,unknown,no
32,admin.,married,secondary,no,86,yes,no,unknown,fri,may,1099,1,-1,0,unknown,no
30,admin.,married,secondary,no,214,yes,yes,unknown,fri,may,219,1,-1,0,unknown,no
31,management,divorced,tertiary,no,895,yes,no,unknown,fri,may,202,1,-1,0,unknown,no
43,technician,married,secondary,no,-1701,yes,no,unknown,fri,may,285,1,-1,0,unknown,no
42,unemployed,divorced,secondary,no,193,yes,no,unknown,fri,may,262,1,-1,0,unknown,no
37,admin.,married,secondary,no,-255,yes,no,unknown,fri,may,96,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,0,yes,no,unknown,fri,may,208,2,-1,0,unknown,no
43,services,married,secondary,no,0,no,no,unknown,fri,may,483,1,-1,0,unknown,no
30,admin.,married,secondary,no,-170,yes,yes,unknown,fri,may,130,1,-1,0,unknown,no
40,services,married,secondary,no,-342,yes,no,unknown,fri,may,754,1,-1,0,unknown,no
38,unemployed,married,secondary,no,-673,yes,no,unknown,fri,may,364,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,193,yes,yes,unknown,fri,may,258,1,-1,0,unknown,no
40,management,married,tertiary,no,655,yes,no,unknown,fri,may,227,1,-1,0,unknown,no
38,services,married,secondary,no,25,yes,yes,unknown,fri,may,266,3,-1,0,unknown,no
49,admin.,married,primary,no,305,yes,yes,unknown,fri,may,232,1,-1,0,unknown,no
36,admin.,divorced,tertiary,no,125,yes,no,unknown,fri,may,172,1,-1,0,unknown,no
45,technician,single,tertiary,no,591,yes,no,unknown,fri,may,164,1,-1,0,unknown,no
42,blue-collar,single,primary,no,-68,yes,yes,unknown,fri,may,167,1,-1,0,unknown,no
35,services,married,secondary,no,-197,yes,no,unknown,fri,may,103,1,-1,0,unknown,no
34,services,married,secondary,no,-538,yes,no,unknown,fri,may,682,1,-1,0,unknown,yes
47,technician,single,unknown,no,-213,yes,no,unknown,fri,may,168,1,-1,0,unknown,no
29,services,married,secondary,no,340,yes,yes,unknown,fri,may,297,1,-1,0,unknown,no
34,services,married,secondary,no,-694,yes,no,unknown,fri,may,62,1,-1,0,unknown,no
57,technician,married,secondary,no,3284,yes,no,unknown,fri,may,63,1,-1,0,unknown,no
47,management,single,tertiary,no,191,yes,no,unknown,fri,may,212,1,-1,0,unknown,no
53,technician,divorced,secondary,no,1252,yes,no,unknown,fri,may,149,1,-1,0,unknown,no
34,admin.,married,secondary,no,2064,yes,no,unknown,fri,may,165,2,-1,0,unknown,no
33,blue-collar,divorced,primary,no,-53,yes,no,unknown,fri,may,369,1,-1,0,unknown,no
30,technician,single,secondary,no,-754,yes,yes,unknown,fri,may,974,1,-1,0,unknown,no
31,management,married,secondary,no,89,yes,no,unknown,fri,may,167,1,-1,0,unknown,no
54,retired,married,secondary,no,153,yes,yes,unknown,fri,may,74,1,-1,0,unknown,no
35,admin.,married,secondary,no,788,yes,no,unknown,fri,may,223,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,358,no,no,unknown,fri,may,396,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,-563,yes,no,unknown,fri,may,252,1,-1,0,unknown,no
39,unemployed,single,tertiary,no,97,yes,yes,unknown,fri,may,379,1,-1,0,unknown,no
41,blue-collar,married,secondary,yes,-651,yes,yes,unknown,fri,may,374,1,-1,0,unknown,no
36,retired,single,secondary,no,101,yes,yes,unknown,fri,may,314,1,-1,0,unknown,no
29,admin.,married,secondary,no,494,yes,no,unknown,fri,may,341,2,-1,0,unknown,no
43,technician,married,tertiary,no,527,yes,no,unknown,fri,may,166,12,-1,0,unknown,no
38,services,single,secondary,no,322,yes,no,unknown,fri,may,61,1,-1,0,unknown,no
39,management,married,tertiary,no,-606,yes,no,unknown,fri,may,142,1,-1,0,unknown,no
31,admin.,single,secondary,no,747,yes,no,unknown,fri,may,543,2,-1,0,unknown,yes
54,blue-collar,married,secondary,no,682,yes,yes,unknown,fri,may,133,1,-1,0,unknown,no
58,retired,married,secondary,no,0,yes,no,unknown,fri,may,77,1,-1,0,unknown,no
32,blue-collar,single,primary,no,405,yes,no,unknown,fri,may,200,1,-1,0,unknown,no
31,admin.,married,secondary,no,298,yes,yes,unknown,fri,may,518,1,-1,0,unknown,no
33,services,single,tertiary,no,1595,yes,no,unknown,fri,may,296,1,-1,0,unknown,no
28,management,single,tertiary,no,1107,yes,no,unknown,fri,may,144,1,-1,0,unknown,no
31,management,single,tertiary,no,682,yes,no,unknown,fri,may,473,5,-1,0,unknown,no
34,technician,married,secondary,no,-287,yes,yes,unknown,fri,may,199,1,-1,0,unknown,no
28,management,single,tertiary,no,7544,yes,no,unknown,fri,may,470,1,-1,0,unknown,no
37,services,married,secondary,no,3429,yes,yes,unknown,fri,may,81,8,-1,0,unknown,no
32,blue-collar,single,secondary,no,-204,yes,yes,unknown,fri,may,202,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,61,yes,no,unknown,fri,may,745,4,-1,0,unknown,yes
34,admin.,married,secondary,no,635,yes,no,unknown,fri,may,247,1,-1,0,unknown,no
56,unemployed,married,primary,no,0,yes,no,unknown,fri,may,250,1,-1,0,unknown,no
26,blue-collar,married,secondary,no,245,yes,no,unknown,fri,may,16,11,-1,0,unknown,no
37,unemployed,married,secondary,no,-476,yes,no,unknown,fri,may,149,2,-1,0,unknown,no
33,management,single,secondary,no,-424,yes,no,unknown,fri,may,863,1,-1,0,unknown,no
47,technician,married,secondary,no,-545,yes,yes,unknown,fri,may,140,5,-1,0,unknown,no
27,technician,single,secondary,no,162,no,no,unknown,fri,may,265,9,-1,0,unknown,no
34,blue-collar,single,primary,no,-175,yes,no,unknown,fri,may,40,1,-1,0,unknown,no
44,services,married,secondary,no,-75,yes,no,unknown,fri,may,104,1,-1,0,unknown,no
37,technician,divorced,secondary,no,695,yes,no,unknown,fri,may,80,2,-1,0,unknown,no
45,blue-collar,married,primary,no,18,yes,no,unknown,fri,may,90,2,-1,0,unknown,no
55,blue-collar,married,secondary,no,-473,yes,no,unknown,fri,may,233,1,-1,0,unknown,no
31,self-employed,single,secondary,no,360,yes,no,unknown,fri,may,592,4,-1,0,unknown,no
34,blue-collar,married,primary,no,-367,yes,no,unknown,fri,may,85,1,-1,0,unknown,no
58,technician,divorced,secondary,no,0,yes,no,unknown,fri,may,273,2,-1,0,unknown,no
39,technician,married,secondary,no,-72,yes,no,unknown,fri,may,207,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,-110,yes,no,unknown,fri,may,440,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,125,no,no,unknown,fri,may,679,2,-1,0,unknown,yes
36,management,married,tertiary,no,605,yes,no,unknown,fri,may,204,1,-1,0,unknown,no
28,technician,married,secondary,no,880,yes,no,unknown,fri,may,188,1,-1,0,unknown,no
31,services,married,secondary,no,-309,yes,no,unknown,fri,may,269,1,-1,0,unknown,no
33,technician,single,secondary,no,1746,yes,no,unknown,fri,may,152,2,-1,0,unknown,no
33,technician,married,secondary,no,95,yes,no,unknown,fri,may,190,2,-1,0,unknown,no
28,blue-collar,single,secondary,no,48,no,no,unknown,fri,may,144,3,-1,0,unknown,no
48,services,divorced,secondary,no,569,yes,yes,unknown,fri,may,151,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,320,yes,yes,unknown,fri,may,167,3,-1,0,unknown,no
29,blue-collar,married,primary,no,258,yes,no,unknown,fri,may,130,1,-1,0,unknown,no
40,unemployed,married,secondary,no,277,yes,no,unknown,fri,may,228,2,-1,0,unknown,no
28,management,married,tertiary,no,102,yes,no,unknown,fri,may,314,2,-1,0,unknown,no
59,retired,divorced,secondary,no,93,no,no,unknown,fri,may,193,2,-1,0,unknown,no
51,blue-collar,married,primary,no,21,no,no,unknown,fri,may,153,1,-1,0,unknown,no
25,admin.,single,secondary,no,96,no,no,unknown,fri,may,293,1,-1,0,unknown,no
45,management,married,tertiary,no,2316,yes,no,unknown,fri,may,97,3,-1,0,unknown,no
59,retired,married,primary,no,174,yes,yes,unknown,fri,may,145,1,-1,0,unknown,no
33,services,divorced,secondary,no,-297,yes,no,unknown,fri,may,162,2,-1,0,unknown,no
34,blue-collar,married,unknown,no,-465,no,no,unknown,fri,may,127,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,0,yes,no,unknown,fri,may,105,1,-1,0,unknown,no
39,blue-collar,married,primary,no,519,yes,yes,unknown,fri,may,117,1,-1,0,unknown,no
47,technician,married,tertiary,no,192,yes,no,unknown,fri,may,596,1,-1,0,unknown,no
43,admin.,married,primary,no,314,yes,yes,unknown,fri,may,134,1,-1,0,unknown,no
31,services,divorced,secondary,no,-274,yes,no,unknown,fri,may,283,1,-1,0,unknown,no
29,services,married,secondary,no,283,no,yes,unknown,fri,may,161,1,-1,0,unknown,no
51,housemaid,married,secondary,yes,-1013,yes,no,unknown,fri,may,664,1,-1,0,unknown,no
32,blue-collar,married,primary,no,-376,yes,no,unknown,fri,may,188,1,-1,0,unknown,no
35,services,married,secondary,no,207,yes,no,unknown,fri,may,312,1,-1,0,unknown,no
34,admin.,single,secondary,no,66,yes,no,unknown,fri,may,237,1,-1,0,unknown,no
47,technician,divorced,secondary,no,1573,yes,no,unknown,fri,may,130,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,5,yes,no,unknown,fri,may,175,2,-1,0,unknown,no
26,blue-collar,married,secondary,no,-330,yes,yes,unknown,fri,may,87,2,-1,0,unknown,no
32,management,single,tertiary,no,2619,yes,no,unknown,fri,may,123,14,-1,0,unknown,no
57,retired,married,tertiary,no,138,no,no,unknown,fri,may,157,5,-1,0,unknown,no
49,technician,divorced,secondary,no,-236,yes,no,unknown,fri,may,204,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,1257,yes,no,unknown,fri,may,109,7,-1,0,unknown,no
29,technician,single,tertiary,no,1185,yes,no,unknown,fri,may,536,1,-1,0,unknown,no
28,self-employed,single,tertiary,no,0,yes,no,unknown,fri,may,1560,2,-1,0,unknown,yes
31,blue-collar,divorced,secondary,no,-452,yes,no,unknown,fri,may,182,5,-1,0,unknown,no
27,unemployed,single,tertiary,no,-446,yes,no,unknown,fri,may,120,1,-1,0,unknown,no
27,unemployed,married,secondary,no,293,yes,no,unknown,fri,may,70,3,-1,0,unknown,no
54,management,married,tertiary,no,-305,yes,no,unknown,fri,may,280,3,-1,0,unknown,no
35,blue-collar,married,primary,no,690,yes,no,unknown,fri,may,880,3,-1,0,unknown,no
33,blue-collar,married,primary,no,2720,yes,no,unknown,fri,may,147,3,-1,0,unknown,no
36,blue-collar,divorced,secondary,no,-140,yes,no,unknown,fri,may,222,2,-1,0,unknown,no
26,technician,single,secondary,no,1256,no,no,unknown,fri,may,404,1,-1,0,unknown,no
32,admin.,single,secondary,no,620,yes,no,unknown,fri,may,1234,3,-1,0,unknown,yes
